cap_factor,year,month,hh,mm,day
0.9515715,2006,2,16,0,25
0.4516825,2006,2,17,0,25
0,2006,2,18,0,25
0,2006,2,19,0,25
0,2006,2,20,0,25
0,2006,2,21,0,25
0,2006,2,22,0,25
0,2006,2,23,0,25
0,2006,2,0,0,26
0,2006,2,1,0,26
0,2006,2,2,0,26
0,2006,2,3,0,26
0,2006,2,4,0,26
0,2006,2,5,0,26
0,2006,2,6,0,26
0.1010494,2006,2,7,0,26
0.407759,2006,2,8,0,26
0.403037,2006,2,9,0,26
0.5400295,2006,2,10,0,26
1,2006,2,11,0,26
1,2006,2,12,0,26
0.8071675,2006,2,13,0,26
0.655778,2006,2,14,0,26
0.425851,2006,2,15,0,26
0.935828,2006,2,16,0,26
0.2794665,2006,2,17,0,26
0,2006,2,18,0,26
0,2006,2,19,0,26
0,2006,2,20,0,26
0,2006,2,21,0,26
0,2006,2,22,0,26
0,2006,2,23,0,26
0,2006,2,0,0,27
0,2006,2,1,0,27
0,2006,2,2,0,27
0,2006,2,3,0,27
0,2006,2,4,0,27
0,2006,2,5,0,27
0,2006,2,6,0,27
0.0991407,2006,2,7,0,27
0.400019,2006,2,8,0,27
0.592401,2006,2,9,0,27
0.605846,2006,2,10,0,27
0.752095,2006,2,11,0,27
0.766203,2006,2,12,0,27
0.898402,2006,2,13,0,27
0.73455,2006,2,14,0,27
0.727188,2006,2,15,0,27
0.4985657,2006,2,16,0,27
0.332536,2006,2,17,0,27
0,2006,2,18,0,27
0,2006,2,19,0,27
0,2006,2,20,0,27
0,2006,2,21,0,27
0,2006,2,22,0,27
0,2006,2,23,0,27
0,2006,2,0,0,28
0,2006,2,1,0,28
0,2006,2,2,0,28
0,2006,2,3,0,28
0,2006,2,4,0,28
0,2006,2,5,0,28
0,2006,2,6,0,28
0.1703615,2006,2,7,0,28
0.794097,2006,2,8,0,28
1,2006,2,9,0,28
1,2006,2,10,0,28
0.89886,2006,2,11,0,28
1,2006,2,12,0,28
1,2006,2,13,0,28
1,2006,2,14,0,28
1,2006,2,15,0,28
0.9613215,2006,2,16,0,28
0.366283,2006,2,17,0,28
0,2006,2,18,0,28
0,2006,2,19,0,28
0,2006,2,20,0,28
0,2006,2,21,0,28
0,2006,2,22,0,28
0,2006,2,23,0,28
0,2006,3,0,0,1
0,2006,3,1,0,1
0,2006,3,2,0,1
0,2006,3,3,0,1
0,2006,3,4,0,1
0,2006,3,5,0,1
0,2006,3,6,0,1
0.1800815,2006,3,7,0,1
0.7979395,2006,3,8,0,1
1,2006,3,9,0,1
1,2006,3,10,0,1
0.683839,2006,3,11,0,1
0.6823305,2006,3,12,0,1
0.7148195,2006,3,13,0,1
0.600603,2006,3,14,0,1
0.3982905,2006,3,15,0,1
0.729705,2006,3,16,0,1
0.2573701,2006,3,17,0,1
0,2006,3,18,0,1
0,2006,3,19,0,1
0,2006,3,20,0,1
0,2006,3,21,0,1
0,2006,3,22,0,1
0,2006,3,23,0,1
0,2006,3,0,0,2
0,2006,3,1,0,2
0,2006,3,2,0,2
0,2006,3,3,0,2
0,2006,3,4,0,2
0,2006,3,5,0,2
0,2006,3,6,0,2
0.189765,2006,3,7,0,2
0.805244,2006,3,8,0,2
1,2006,3,9,0,2
0.646149,2006,3,10,0,2
0.726324,2006,3,11,0,2
0.520555,2006,3,12,0,2
0.8233615,2006,3,13,0,2
1,2006,3,14,0,2
0.481008,2006,3,15,0,2
0.5197955,2006,3,16,0,2
0.2875362,2006,3,17,0,2
0,2006,3,18,0,2
0,2006,3,19,0,2
0,2006,3,20,0,2
0,2006,3,21,0,2
0,2006,3,22,0,2
0,2006,3,23,0,2
0,2006,3,0,0,3
0,2006,3,1,0,3
0,2006,3,2,0,3
0,2006,3,3,0,3
0,2006,3,4,0,3
0,2006,3,5,0,3
0,2006,3,6,0,3
0.1926765,2006,3,7,0,3
0.803151,2006,3,8,0,3
1,2006,3,9,0,3
0.830504,2006,3,10,0,3
0.440797,2006,3,11,0,3
0.5678865,2006,3,12,0,3
0.471316,2006,3,13,0,3
0.633578,2006,3,14,0,3
0.7115035,2006,3,15,0,3
0.7594835,2006,3,16,0,3
0.4697735,2006,3,17,0,3
0,2006,3,18,0,3
0,2006,3,19,0,3
0,2006,3,20,0,3
0,2006,3,21,0,3
0,2006,3,22,0,3
0,2006,3,23,0,3
0,2006,3,0,0,4
0,2006,3,1,0,4
0,2006,3,2,0,4
0,2006,3,3,0,4
0,2006,3,4,0,4
0,2006,3,5,0,4
0,2006,3,6,0,4
0.1962655,2006,3,7,0,4
0.806574,2006,3,8,0,4
0.718645,2006,3,9,0,4
0.858927,2006,3,10,0,4
0.7755865,2006,3,11,0,4
0.728328,2006,3,12,0,4
0.7156165,2006,3,13,0,4
1,2006,3,14,0,4
0.621841,2006,3,15,0,4
0.566249,2006,3,16,0,4
0.2365071,2006,3,17,0,4
0,2006,3,18,0,4
0,2006,3,19,0,4
0,2006,3,20,0,4
0,2006,3,21,0,4
0,2006,3,22,0,4
0,2006,3,23,0,4
0,2006,3,0,0,5
0,2006,3,1,0,5
0,2006,3,2,0,5
0,2006,3,3,0,5
0,2006,3,4,0,5
0,2006,3,5,0,5
0,2006,3,6,0,5
0.0998505,2006,3,7,0,5
0.1818583,2006,3,8,0,5
0.5764165,2006,3,9,0,5
0.625352,2006,3,10,0,5
0.7104955,2006,3,11,0,5
0.515656,2006,3,12,0,5
0.7880535,2006,3,13,0,5
0.7905885,2006,3,14,0,5
0.6793005,2006,3,15,0,5
0.4946978,2006,3,16,0,5
0.0347841,2006,3,17,0,5
0.0075896,2006,3,18,0,5
0,2006,3,19,0,5
0,2006,3,20,0,5
0,2006,3,21,0,5
0,2006,3,22,0,5
0,2006,3,23,0,5
0,2006,3,0,0,6
0,2006,3,1,0,6
0,2006,3,2,0,6
0,2006,3,3,0,6
0,2006,3,4,0,6
0,2006,3,5,0,6
0,2006,3,6,0,6
0.2167995,2006,3,7,0,6
0.584623,2006,3,8,0,6
0.774417,2006,3,9,0,6
0.694782,2006,3,10,0,6
0.866794,2006,3,11,0,6
0.844753,2006,3,12,0,6
0.9076915,2006,3,13,0,6
0.7661175,2006,3,14,0,6
0.988972,2006,3,15,0,6
0.6647515,2006,3,16,0,6
0.475509,2006,3,17,0,6
0.0078459,2006,3,18,0,6
0,2006,3,19,0,6
0,2006,3,20,0,6
0,2006,3,21,0,6
0,2006,3,22,0,6
0,2006,3,23,0,6
0,2006,3,0,0,7
0,2006,3,1,0,7
0,2006,3,2,0,7
0,2006,3,3,0,7
0,2006,3,4,0,7
0,2006,3,5,0,7
0,2006,3,6,0,7
0.1303956,2006,3,7,0,7
0.752679,2006,3,8,0,7
0.5791875,2006,3,9,0,7
0.482463,2006,3,10,0,7
0.8172025,2006,3,11,0,7
0.6595245,2006,3,12,0,7
0.667938,2006,3,13,0,7
0.7082425,2006,3,14,0,7
0.7420565,2006,3,15,0,7
0.4967335,2006,3,16,0,7
0.234524,2006,3,17,0,7
0.0095374,2006,3,18,0,7
0,2006,3,19,0,7
0,2006,3,20,0,7
0,2006,3,21,0,7
0,2006,3,22,0,7
0,2006,3,23,0,7
0,2006,3,0,0,8
0,2006,3,1,0,8
0,2006,3,2,0,8
0,2006,3,3,0,8
0,2006,3,4,0,8
0,2006,3,5,0,8
0,2006,3,6,0,8
0.227281,2006,3,7,0,8
0.840475,2006,3,8,0,8
0.569736,2006,3,9,0,8
0.669608,2006,3,10,0,8
0.779717,2006,3,11,0,8
0.4045335,2006,3,12,0,8
0.4321805,2006,3,13,0,8
0.158815,2006,3,14,0,8
0.237143,2006,3,15,0,8
0.5016485,2006,3,16,0,8
0.2750471,2006,3,17,0,8
0.0094132,2006,3,18,0,8
0,2006,3,19,0,8
0,2006,3,20,0,8
0,2006,3,21,0,8
0,2006,3,22,0,8
0,2006,3,23,0,8
0,2006,3,0,0,9
0,2006,3,1,0,9
0,2006,3,2,0,9
0,2006,3,3,0,9
0,2006,3,4,0,9
0,2006,3,5,0,9
0,2006,3,6,0,9
0.066554,2006,3,7,0,9
0.4421512,2006,3,8,0,9
0.588765,2006,3,9,0,9
0.5985715,2006,3,10,0,9
0.5083675,2006,3,11,0,9
0.660749,2006,3,12,0,9
0.6132885,2006,3,13,0,9
0.671382,2006,3,14,0,9
0.686189,2006,3,15,0,9
0.6524375,2006,3,16,0,9
0.2879812,2006,3,17,0,9
0,2006,3,18,0,9
0,2006,3,19,0,9
0,2006,3,20,0,9
0,2006,3,21,0,9
0,2006,3,22,0,9
0,2006,3,23,0,9
0,2006,3,0,0,10
0,2006,3,1,0,10
0,2006,3,2,0,10
0,2006,3,3,0,10
0,2006,3,4,0,10
0,2006,3,5,0,10
0,2006,3,6,0,10
0.1272915,2006,3,7,0,10
0.2923373,2006,3,8,0,10
0.6916925,2006,3,9,0,10
0.7928445,2006,3,10,0,10
0.8344465,2006,3,11,0,10
0.865372,2006,3,12,0,10
1,2006,3,13,0,10
0.809806,2006,3,14,0,10
0.730432,2006,3,15,0,10
0.8367785,2006,3,16,0,10
0.3250315,2006,3,17,0,10
0.0095318,2006,3,18,0,10
0,2006,3,19,0,10
0,2006,3,20,0,10
0,2006,3,21,0,10
0,2006,3,22,0,10
0,2006,3,23,0,10
0,2006,3,0,0,11
0,2006,3,1,0,11
0,2006,3,2,0,11
0,2006,3,3,0,11
0,2006,3,4,0,11
0,2006,3,5,0,11
0,2006,3,6,0,11
0.2541945,2006,3,7,0,11
0.6505215,2006,3,8,0,11
1,2006,3,9,0,11
1,2006,3,10,0,11
1,2006,3,11,0,11
1,2006,3,12,0,11
1,2006,3,13,0,11
1,2006,3,14,0,11
1,2006,3,15,0,11
0.96287,2006,3,16,0,11
0.502963,2006,3,17,0,11
0.0118564,2006,3,18,0,11
0,2006,3,19,0,11
0,2006,3,20,0,11
0,2006,3,21,0,11
0,2006,3,22,0,11
0,2006,3,23,0,11
0,2006,3,0,0,12
0,2006,3,1,0,12
0,2006,3,2,0,12
0,2006,3,3,0,12
0,2006,3,4,0,12
0,2006,3,5,0,12
0,2006,3,6,0,12
0.064264,2006,3,7,0,12
0.2253028,2006,3,8,0,12
0.0603311,2006,3,9,0,12
0.1940935,2006,3,10,0,12
0.6168725,2006,3,11,0,12
0.2188155,2006,3,12,0,12
0.2058445,2006,3,13,0,12
0.6513525,2006,3,14,0,12
0.470642,2006,3,15,0,12
0.235093,2006,3,16,0,12
0.2566735,2006,3,17,0,12
0.0082791,2006,3,18,0,12
0,2006,3,19,0,12
0,2006,3,20,0,12
0,2006,3,21,0,12
0,2006,3,22,0,12
0,2006,3,23,0,12
0,2006,3,0,0,13
0,2006,3,1,0,13
0,2006,3,2,0,13
0,2006,3,3,0,13
0,2006,3,4,0,13
0,2006,3,5,0,13
0,2006,3,6,0,13
0.1442669,2006,3,7,0,13
0.4791982,2006,3,8,0,13
0.127164,2006,3,9,0,13
0.4137771,2006,3,10,0,13
0.2487175,2006,3,11,0,13
0.7684355,2006,3,12,0,13
0.9281855,2006,3,13,0,13
0.8468699,2006,3,14,0,13
0.688749,2006,3,15,0,13
0.6660045,2006,3,16,0,13
0.3122594,2006,3,17,0,13
0.0091261,2006,3,18,0,13
0,2006,3,19,0,13
0,2006,3,20,0,13
0,2006,3,21,0,13
0,2006,3,22,0,13
0,2006,3,23,0,13
0,2006,3,0,0,14
0,2006,3,1,0,14
0,2006,3,2,0,14
0,2006,3,3,0,14
0,2006,3,4,0,14
0,2006,3,5,0,14
0,2006,3,6,0,14
0.1044065,2006,3,7,0,14
0.3413625,2006,3,8,0,14
0.5251575,2006,3,9,0,14
0.4003565,2006,3,10,0,14
0.638567,2006,3,11,0,14
0.801482,2006,3,12,0,14
1,2006,3,13,0,14
1,2006,3,14,0,14
0.899284,2006,3,15,0,14
0.8218635,2006,3,16,0,14
0.2815307,2006,3,17,0,14
0.011198,2006,3,18,0,14
0,2006,3,19,0,14
0,2006,3,20,0,14
0,2006,3,21,0,14
0,2006,3,22,0,14
0,2006,3,23,0,14
0,2006,3,0,0,15
0,2006,3,1,0,15
0,2006,3,2,0,15
0,2006,3,3,0,15
0,2006,3,4,0,15
0,2006,3,5,0,15
0,2006,3,6,0,15
0.1446955,2006,3,7,0,15
0.4494709,2006,3,8,0,15
0.5387875,2006,3,9,0,15
0.5421195,2006,3,10,0,15
0.701235,2006,3,11,0,15
0.835345,2006,3,12,0,15
0.9624625,2006,3,13,0,15
0.8912755,2006,3,14,0,15
1,2006,3,15,0,15
0.6718745,2006,3,16,0,15
0.3103159,2006,3,17,0,15
0.0086209,2006,3,18,0,15
0,2006,3,19,0,15
0,2006,3,20,0,15
0,2006,3,21,0,15
0,2006,3,22,0,15
0,2006,3,23,0,15
0,2006,3,0,0,16
0,2006,3,1,0,16
0,2006,3,2,0,16
0,2006,3,3,0,16
0,2006,3,4,0,16
0,2006,3,5,0,16
0,2006,3,6,0,16
0.303989,2006,3,7,0,16
0.931299,2006,3,8,0,16
1,2006,3,9,0,16
1,2006,3,10,0,16
0.5742265,2006,3,11,0,16
0.6690205,2006,3,12,0,16
0.674895,2006,3,13,0,16
0.455578,2006,3,14,0,16
0.604338,2006,3,15,0,16
0.659342,2006,3,16,0,16
0.2728532,2006,3,17,0,16
0.0159691,2006,3,18,0,16
0,2006,3,19,0,16
0,2006,3,20,0,16
0,2006,3,21,0,16
0,2006,3,22,0,16
0,2006,3,23,0,16
0,2006,3,0,0,17
0,2006,3,1,0,17
0,2006,3,2,0,17
0,2006,3,3,0,17
0,2006,3,4,0,17
0,2006,3,5,0,17
0,2006,3,6,0,17
0.312906,2006,3,7,0,17
0.9348135,2006,3,8,0,17
0.7779325,2006,3,9,0,17
0.737243,2006,3,10,0,17
0.7395505,2006,3,11,0,17
0.7334545,2006,3,12,0,17
1,2006,3,13,0,17
0.746488,2006,3,14,0,17
1,2006,3,15,0,17
0.663132,2006,3,16,0,17
0.360176,2006,3,17,0,17
0.0115668,2006,3,18,0,17
0,2006,3,19,0,17
0,2006,3,20,0,17
0,2006,3,21,0,17
0,2006,3,22,0,17
0,2006,3,23,0,17
0,2006,3,0,0,18
0,2006,3,1,0,18
0,2006,3,2,0,18
0,2006,3,3,0,18
0,2006,3,4,0,18
0,2006,3,5,0,18
0,2006,3,6,0,18
0.300111,2006,3,7,0,18
0.8198155,2006,3,8,0,18
0.909847,2006,3,9,0,18
0.85036,2006,3,10,0,18
0.700789,2006,3,11,0,18
0.8571075,2006,3,12,0,18
0.7748245,2006,3,13,0,18
0.6226465,2006,3,14,0,18
0.7766545,2006,3,15,0,18
0.405339,2006,3,16,0,18
0.3678465,2006,3,17,0,18
0.0117266,2006,3,18,0,18
0,2006,3,19,0,18
0,2006,3,20,0,18
0,2006,3,21,0,18
0,2006,3,22,0,18
0,2006,3,23,0,18
0,2006,3,0,0,19
0,2006,3,1,0,19
0,2006,3,2,0,19
0,2006,3,3,0,19
0,2006,3,4,0,19
0,2006,3,5,0,19
0,2006,3,6,0,19
0.0685404,2006,3,7,0,19
0.654324,2006,3,8,0,19
0.8751745,2006,3,9,0,19
0.6918465,2006,3,10,0,19
0.739539,2006,3,11,0,19
0.866311,2006,3,12,0,19
0.857093,2006,3,13,0,19
0.6937205,2006,3,14,0,19
0.647782,2006,3,15,0,19
0.6924035,2006,3,16,0,19
0.1553845,2006,3,17,0,19
0.0134042,2006,3,18,0,19
0,2006,3,19,0,19
0,2006,3,20,0,19
0,2006,3,21,0,19
0,2006,3,22,0,19
0,2006,3,23,0,19
0,2006,3,0,0,20
0,2006,3,1,0,20
0,2006,3,2,0,20
0,2006,3,3,0,20
0,2006,3,4,0,20
0,2006,3,5,0,20
0,2006,3,6,0,20
0.1961398,2006,3,7,0,20
0.7560995,2006,3,8,0,20
0.984347,2006,3,9,0,20
1,2006,3,10,0,20
1,2006,3,11,0,20
1,2006,3,12,0,20
1,2006,3,13,0,20
0.7989575,2006,3,14,0,20
1,2006,3,15,0,20
0.485799,2006,3,16,0,20
0.1776975,2006,3,17,0,20
0.02178,2006,3,18,0,20
0,2006,3,19,0,20
0,2006,3,20,0,20
0,2006,3,21,0,20
0,2006,3,22,0,20
0,2006,3,23,0,20
0,2006,3,0,0,21
0,2006,3,1,0,21
0,2006,3,2,0,21
0,2006,3,3,0,21
0,2006,3,4,0,21
0,2006,3,5,0,21
0,2006,3,6,0,21
0.347571,2006,3,7,0,21
0.5036592,2006,3,8,0,21
0.643381,2006,3,9,0,21
0.785936,2006,3,10,0,21
0.6349345,2006,3,11,0,21
0.893519,2006,3,12,0,21
0.954517,2006,3,13,0,21
1,2006,3,14,0,21
0.9704665,2006,3,15,0,21
0.6212165,2006,3,16,0,21
0.5388445,2006,3,17,0,21
0.022487,2006,3,18,0,21
0,2006,3,19,0,21
0,2006,3,20,0,21
0,2006,3,21,0,21
0,2006,3,22,0,21
0,2006,3,23,0,21
0,2006,3,0,0,22
0,2006,3,1,0,22
0,2006,3,2,0,22
0,2006,3,3,0,22
0,2006,3,4,0,22
0,2006,3,5,0,22
0,2006,3,6,0,22
0.351483,2006,3,7,0,22
0.6055405,2006,3,8,0,22
0.876601,2006,3,9,0,22
0.5920355,2006,3,10,0,22
0.794553,2006,3,11,0,22
0.8227765,2006,3,12,0,22
0.616144,2006,3,13,0,22
0.470779,2006,3,14,0,22
0.6971225,2006,3,15,0,22
0.393256,2006,3,16,0,22
0.3043329,2006,3,17,0,22
0.0230778,2006,3,18,0,22
0,2006,3,19,0,22
0,2006,3,20,0,22
0,2006,3,21,0,22
0,2006,3,22,0,22
0,2006,3,23,0,22
0,2006,3,0,0,23
0,2006,3,1,0,23
0,2006,3,2,0,23
0,2006,3,3,0,23
0,2006,3,4,0,23
0,2006,3,5,0,23
0,2006,3,6,0,23
0.3617175,2006,3,7,0,23
0.934965,2006,3,8,0,23
1,2006,3,9,0,23
1,2006,3,10,0,23
1,2006,3,11,0,23
0.8438365,2006,3,12,0,23
0.7836695,2006,3,13,0,23
0.838272,2006,3,14,0,23
0.400716,2006,3,15,0,23
0.5722535,2006,3,16,0,23
0.334572,2006,3,17,0,23
0.0229294,2006,3,18,0,23
0,2006,3,19,0,23
0,2006,3,20,0,23
0,2006,3,21,0,23
0,2006,3,22,0,23
0,2006,3,23,0,23
0,2006,3,0,0,24
0,2006,3,1,0,24
0,2006,3,2,0,24
0,2006,3,3,0,24
0,2006,3,4,0,24
0,2006,3,5,0,24
0,2006,3,6,0,24
0.366326,2006,3,7,0,24
0.857215,2006,3,8,0,24
0.999893,2006,3,9,0,24
1,2006,3,10,0,24
1,2006,3,11,0,24
0.9402405,2006,3,12,0,24
0.736107,2006,3,13,0,24
1,2006,3,14,0,24
1,2006,3,15,0,24
0.9762295,2006,3,16,0,24
0.5357085,2006,3,17,0,24
0.0247721,2006,3,18,0,24
0,2006,3,19,0,24
0,2006,3,20,0,24
0,2006,3,21,0,24
0,2006,3,22,0,24
0,2006,3,23,0,24
0,2006,3,0,0,25
0,2006,3,1,0,25
0,2006,3,2,0,25
0,2006,3,3,0,25
0,2006,3,4,0,25
0,2006,3,5,0,25
0,2006,3,6,0,25
0.3067265,2006,3,7,0,25
0.5379465,2006,3,8,0,25
0.4322895,2006,3,9,0,25
0.6826504,2006,3,10,0,25
0.649007,2006,3,11,0,25
0.8847275,2006,3,12,0,25
0.692277,2006,3,13,0,25
0.8048855,2006,3,14,0,25
0.7814895,2006,3,15,0,25
0.5695835,2006,3,16,0,25
0.3257155,2006,3,17,0,25
0.0150067,2006,3,18,0,25
0,2006,3,19,0,25
0,2006,3,20,0,25
0,2006,3,21,0,25
0,2006,3,22,0,25
0,2006,3,23,0,25
0,2006,3,0,0,26
0,2006,3,1,0,26
0,2006,3,2,0,26
0,2006,3,3,0,26
0,2006,3,4,0,26
0,2006,3,5,0,26
0,2006,3,6,0,26
0.223682,2006,3,7,0,26
0.172494,2006,3,8,0,26
0.4861185,2006,3,9,0,26
0.6573905,2006,3,10,0,26
0.896273,2006,3,11,0,26
0.7911515,2006,3,12,0,26
0.5745185,2006,3,13,0,26
0.512934,2006,3,14,0,26
0.7200525,2006,3,15,0,26
0.5879205,2006,3,16,0,26
0.3429375,2006,3,17,0,26
0.0129727,2006,3,18,0,26
0,2006,3,19,0,26
0,2006,3,20,0,26
0,2006,3,21,0,26
0,2006,3,22,0,26
0,2006,3,23,0,26
0,2006,3,0,0,27
0,2006,3,1,0,27
0,2006,3,2,0,27
0,2006,3,3,0,27
0,2006,3,4,0,27
0,2006,3,5,0,27
0,2006,3,6,0,27
0.311715,2006,3,7,0,27
0.9404655,2006,3,8,0,27
1,2006,3,9,0,27
0.582324,2006,3,10,0,27
0.925794,2006,3,11,0,27
1,2006,3,12,0,27
1,2006,3,13,0,27
1,2006,3,14,0,27
1,2006,3,15,0,27
0.809565,2006,3,16,0,27
0.2879998,2006,3,17,0,27
0.0264551,2006,3,18,0,27
0,2006,3,19,0,27
0,2006,3,20,0,27
0,2006,3,21,0,27
0,2006,3,22,0,27
0,2006,3,23,0,27
0,2006,3,0,0,28
0,2006,3,1,0,28
0,2006,3,2,0,28
0,2006,3,3,0,28
0,2006,3,4,0,28
0,2006,3,5,0,28
0,2006,3,6,0,28
0.3945155,2006,3,7,0,28
0.9450575,2006,3,8,0,28
1,2006,3,9,0,28
1,2006,3,10,0,28
1,2006,3,11,0,28
0.6125445,2006,3,12,0,28
0.902036,2006,3,13,0,28
0.6576365,2006,3,14,0,28
1,2006,3,15,0,28
0.9800855,2006,3,16,0,28
0.2719845,2006,3,17,0,28
0.0272982,2006,3,18,0,28
0,2006,3,19,0,28
0,2006,3,20,0,28
0,2006,3,21,0,28
0,2006,3,22,0,28
0,2006,3,23,0,28
0,2006,3,0,0,29
0,2006,3,1,0,29
0,2006,3,2,0,29
0,2006,3,3,0,29
0,2006,3,4,0,29
0,2006,3,5,0,29
0,2006,3,6,0,29
0.4008835,2006,3,7,0,29
0.678605,2006,3,8,0,29
0.832477,2006,3,9,0,29
0.64355,2006,3,10,0,29
0.3092025,2006,3,11,0,29
0.4796665,2006,3,12,0,29
0.7019465,2006,3,13,0,29
0.699161,2006,3,14,0,29
0.2817285,2006,3,15,0,29
0.5940125,2006,3,16,0,29
0.2741724,2006,3,17,0,29
0.0268203,2006,3,18,0,29
0,2006,3,19,0,29
0,2006,3,20,0,29
0,2006,3,21,0,29
0,2006,3,22,0,29
0,2006,3,23,0,29
0,2006,3,0,0,30
0,2006,3,1,0,30
0,2006,3,2,0,30
0,2006,3,3,0,30
0,2006,3,4,0,30
0,2006,3,5,0,30
0,2006,3,6,0,30
0.3459115,2006,3,7,0,30
0.767017,2006,3,8,0,30
0.624075,2006,3,9,0,30
0.8175515,2006,3,10,0,30
0.938279,2006,3,11,0,30
0.9277735,2006,3,12,0,30
0.925696,2006,3,13,0,30
0.8511435,2006,3,14,0,30
0.796373,2006,3,15,0,30
0.1418436,2006,3,16,0,30
0.253137,2006,3,17,0,30
0.0091307,2006,3,18,0,30
0,2006,3,19,0,30
0,2006,3,20,0,30
0,2006,3,21,0,30
0,2006,3,22,0,30
0,2006,3,23,0,30
0,2006,3,0,0,31
0,2006,3,1,0,31
0,2006,3,2,0,31
0,2006,3,3,0,31
0,2006,3,4,0,31
0,2006,3,5,0,31
0,2006,3,6,0,31
0.19555,2006,3,7,0,31
0.6450285,2006,3,8,0,31
0.944574,2006,3,9,0,31
0.8334495,2006,3,10,0,31
0.9493585,2006,3,11,0,31
1,2006,3,12,0,31
1,2006,3,13,0,31
0.699978,2006,3,14,0,31
0.857065,2006,3,15,0,31
0.726611,2006,3,16,0,31
0.3889665,2006,3,17,0,31
0.0323808,2006,3,18,0,31
0,2006,3,19,0,31
0,2006,3,20,0,31
0,2006,3,21,0,31
0,2006,3,22,0,31
0,2006,3,23,0,31
0,2006,4,0,0,1
0,2006,4,1,0,1
0,2006,4,2,0,1
0,2006,4,3,0,1
0,2006,4,4,0,1
0,2006,4,5,0,1
0,2006,4,6,0,1
0.3776755,2006,4,7,0,1
0.7159585,2006,4,8,0,1
0.4442485,2006,4,9,0,1
0.56487,2006,4,10,0,1
0.564969,2006,4,11,0,1
0.630803,2006,4,12,0,1
0.7924825,2006,4,13,0,1
0.560032,2006,4,14,0,1
0.634966,2006,4,15,0,1
0.2430715,2006,4,16,0,1
0.1313543,2006,4,17,0,1
0.0235024,2006,4,18,0,1
0,2006,4,19,0,1
0,2006,4,20,0,1
0,2006,4,21,0,1
0,2006,4,22,0,1
0,2006,4,23,0,1
0,2006,4,0,0,2
0,2006,4,1,0,2
0,2006,4,2,0,2
0,2006,4,3,0,2
0,2006,4,4,0,2
0,2006,4,5,0,2
0,2006,4,6,0,2
0.2581749,2006,4,7,0,2
0.8968595,2006,4,8,0,2
0.879878,2006,4,9,0,2
1,2006,4,10,0,2
0.978683,2006,4,11,0,2
0.944098,2006,4,12,0,2
0.896851,2006,4,13,0,2
1,2006,4,14,0,2
1,2006,4,15,0,2
0.2994091,2006,4,16,0,2
0.5674475,2006,4,17,0,2
0.0361612,2006,4,18,0,2
0,2006,4,19,0,2
0,2006,4,20,0,2
0,2006,4,21,0,2
0,2006,4,22,0,2
0,2006,4,23,0,2
0,2006,4,0,0,3
0,2006,4,1,0,3
0,2006,4,2,0,3
0,2006,4,3,0,3
0,2006,4,4,0,3
0,2006,4,5,0,3
0,2006,4,6,0,3
0.3420445,2006,4,7,0,3
0.864008,2006,4,8,0,3
0.8409485,2006,4,9,0,3
0.995768,2006,4,10,0,3
0.9745975,2006,4,11,0,3
1,2006,4,12,0,3
0.9872225,2006,4,13,0,3
0.7452405,2006,4,14,0,3
0.6815685,2006,4,15,0,3
0.687701,2006,4,16,0,3
0.370065,2006,4,17,0,3
0.0256175,2006,4,18,0,3
0,2006,4,19,0,3
0,2006,4,20,0,3
0,2006,4,21,0,3
0,2006,4,22,0,3
0,2006,4,23,0,3
0,2006,4,0,0,4
0,2006,4,1,0,4
0,2006,4,2,0,4
0,2006,4,3,0,4
0,2006,4,4,0,4
0,2006,4,5,0,4
0,2006,4,6,0,4
0.246904,2006,4,7,0,4
0.5573915,2006,4,8,0,4
0.83436,2006,4,9,0,4
0.633728,2006,4,10,0,4
0.9610955,2006,4,11,0,4
0.874277,2006,4,12,0,4
0.8183115,2006,4,13,0,4
0.7014105,2006,4,14,0,4
0.7204795,2006,4,15,0,4
0.4543985,2006,4,16,0,4
0.4508435,2006,4,17,0,4
0.0383507,2006,4,18,0,4
0,2006,4,19,0,4
0,2006,4,20,0,4
0,2006,4,21,0,4
0,2006,4,22,0,4
0,2006,4,23,0,4
0,2006,4,0,0,5
0,2006,4,1,0,5
0,2006,4,2,0,5
0,2006,4,3,0,5
0,2006,4,4,0,5
0,2006,4,5,0,5
0.007097,2006,4,6,0,5
0.3319195,2006,4,7,0,5
0.4260065,2006,4,8,0,5
0.799807,2006,4,9,0,5
0.798422,2006,4,10,0,5
0.8119085,2006,4,11,0,5
0.709738,2006,4,12,0,5
0.84276,2006,4,13,0,5
0.6518195,2006,4,14,0,5
0.806775,2006,4,15,0,5
0.449535,2006,4,16,0,5
0.569686,2006,4,17,0,5
0.0289711,2006,4,18,0,5
0,2006,4,19,0,5
0,2006,4,20,0,5
0,2006,4,21,0,5
0,2006,4,22,0,5
0,2006,4,23,0,5
0,2006,4,0,0,6
0,2006,4,1,0,6
0,2006,4,2,0,6
0,2006,4,3,0,6
0,2006,4,4,0,6
0,2006,4,5,0,6
0.0045155,2006,4,6,0,6
0.0918414,2006,4,7,0,6
0.807196,2006,4,8,0,6
0.758319,2006,4,9,0,6
0.8704725,2006,4,10,0,6
0.540257,2006,4,11,0,6
0.902681,2006,4,12,0,6
0.973185,2006,4,13,0,6
0.8928515,2006,4,14,0,6
0.868101,2006,4,15,0,6
0.668034,2006,4,16,0,6
